ID	url	title	snippet
5.71	http://www.toscalikoyu.com	Tosçalı Web	Köy ve Bulgaristan hakkında bilgiler, duyurular, fotoğraflar ve göçmenlerin buluştuğu bir forum içeriyor.
5.72	http://www.bulgarianconsulate-ist.org/tr/	Bulgaristan Başkonsolosluğu	Konsolosluk işleri ve genel bilgiler, vize, ticaret ve medya konusunda bölümler bulunuyor.
5.73	http://www.avrupa.info.tr/DelegasyonPortal.html	Avrupa Komisyonu Türkiye Delegasyonu	Sitede komisyon, Avrupa Komisyonu, AB ve Türkiye ile olan ilişkileri hakkında bilgiler, haberler, yayınlar, bildiriler bulunmaktadır.
5.74	http://www.abgm.adalet.gov.tr/	Adalet Bakanlığı Avrupa Birliği Genel Müdürlüğü	Sitede kurum hakkında detaylı bilgiler, kurumun görevleri, faaliyetleri, mevzuatı ve iletişim bilgileri yer alıyor.
5.75	http://ekutup.dpt.gov.tr/ab/	Avrupa Birliği	Başbakanlık Devlet Planlama Teşkilatı Müsteşarlığı Avrupa Birliği sayfası.
5.76	http://www.tbmm.gov.tr/ul_kom/kpk/index.htm	Türkiye-AB Karma Parlamento Komisyonu	Sitede Türkiye-AB ilişkileri, toplantılar, parlamenter diplomasisi hakkında bilgiler, basın bildirileri, belgeler ve yayınlar yer almaktadır.
6.1	http://www.range-travel.com/	Range Travel	Ankara merkezli acentenin sitesinde; otel rezervasyonu ve uçak bileti satışı hizmeti veriliyor.
6.2	http://www.atolltourism.com/	Atoll Turizm	Yurt içi ve yurt dışı turları düzenleyen firmanın sitesinde; gezi programları, fiyat listeleri ve iletişim bilgileri yer alıyor.
6.3	http://www.bookinturkey.com/	BookinTurkey.com	Online otel, uçak bileti, tur, mavi yolculuk, otobüs bileti rezervasyonu ve araba kiralama hizmetlerinin yanı sıra, popüler beldeler ile ilgili bilgiler, macera ve doğa aktiviteleri için açıklamalar bulunuyor.
6.4	http://www.tursab.org.tr/	Türkiye Seyahat Acentaları Birliği	Birlik hakkında bilgiler ve istatistikler, hem tüketicilere hem de acentelere yönelik bilgiler ve haberler yer alıyor.
6.5	http://www.setur.com.tr/	Setur Turizm	Firmanın tur paketleri, otel rezervasyon hizmetleri ve iletişim detayları yer alıyor.
6.6	http://www.bukla.com	Bukla Doğa Turları	Doğa ve spor turları düzenleyen firma ve aktiviteleri hakkında bilgiler yer alıyor.
6.7	http://www.hiratour.com/	Hira Tour	Hac ve umre organizasyonları düzenleyen acentenin web sitesi. [Türkçe-İngilizce]
6.8	http://www.cennetturizm.com/	Cennet Turizm	Otel rezervasyonları, uçak ve tren biletleri, yurt içi ve yurt dışı turlar, sağlık turizmi hizmetleri sunuluyor.
6.9	http://www.berat.com.tr/	Berat Turizm	Suudi Arabistan'a umre ve hac seferleri düzenleyen firma ve tur programları hakkında bilgiler yer alıyor.
6.10	http://www.oasis.com.tr/	Oasis Turizm	Kongre, şirket ve bayi gezileri düzenleyen firmanın web sitesi.
6.11	http://www.aksatour.com/	Aksa Turizm	Rusya, Romanya, Bulgaristan ve Ukrayna turları düzenleyen firmanın web sitesi.
6.12	http://ayder.com.tr/	Ayder Turizm	Ankara merkezli firmanın sitesinde; düzenlemiş olduğu doğa ve kültür turlarının programları, fotoğraflar ve iletişim bilgileri yer alıyor. [Türkçe-İngilizce]
6.13	http://www.yoretur.com	Yöre Turizm	Eskişehir merkezli turizm acentasının tanıtımı.
6.14	http://www.nestravel.com/	Nes Travel	Günübirlik, haftasonu ve uzun dönemli turlar düzenleyen firmanın sitesinde, aktiviteleri ve iletişim detayları bulunuyor.
6.15	http://www.altinolukturizm.com/	Altınoluk Turizm	Gaziantep merkezli acente, GAP turları, Suriye, Lübnan ve Irak'a turlar, hac ve umre programları düzenliyor.
6.16	http://www.olcartour.com/	Olcartur Turizm	Acentenin tanıtım sitesinde; seyahat danışmanlığı, bilet satışı, otel ve tatil köyü rezervasyonları, araç kiralama, kongre ve seminer organizasyon hizmetleri hakkında bilgiler yer alıyor. [Türkçe-İngilizce-Almanca]
6.17	http://www.er-tur.com/	Er-Tur Turizm	Acentenin sitesinde, otel rezervasyon, araç kiralama, transferler, uçak biletleri, yurt içi ve yurt dışı gezileri hakkında bilgiler bulunuyor.
6.18	http://www.cafetur.com/	Cafe Tur	Acentenin yurt dışına düzenlediği paket turların programları, otel ve uçak bileti rezervasyon hizmetleri sunuluyor.
6.19	http://www.geziciyak.com/	Geziciyak Turizm	Türkiye genelinde doğa ve kültür turları düzenleyen firmanın web sitesi.
6.20	http://www.abelyatour.com/	Abelya Turizm	Doğa ve kültür turları düzenleyen firmanın sitesinde; gezi programları, rezervasyon formu ve iletişim bilgileri yer alıyor.
6.21	http://www.tatilweb.com/	ATB Turizm	Firmanın tanıtım sitesinde; yurt dışı tur programları ve iletişim bilgileri yer alıyor.
6.22	http://www.maris.com.tr	Maris Travel	Yurt içi ve yurt dışı turları, fuar programları ve iletişim detayları yer alıyor.
6.23	http://www.paytur.com.tr/	Pay Tur	Otel rezervasyon ve tur hizmetleri sunan acentenin sitesinde; aktiviteleri ve iletişim detayları yer alıyor.
6.24	http://www.tivoli.com.tr/	Tivoli Turizm	Yurtiçi ve yurtdışı turlar, özel turlar, fuar gezileri, otel ve uçak rezervasyon hizmetleri sunan acentenin web sitesi.
6.25	http://www.t-tur.com	T-Tur	Fuar turizmi, iş seyahatleri ve toplantı organizasyonları düzenleyen firmanın sayfasında online rezervasyon imkanı da sunuluyor.
6.26	http://www.deepnature.com/	Deep Nature Travel	Ağırlıklı olarak doğa, kültür, macera, fotoğraf, tarih turları ile şirket ve gruplara yönelik özel gezi organizasyonları düzenlemektedir.
6.27	http://www.jungereisen.com/	Jungereisen	Vize işlemleri hakkında bilgiler, fuar seyahatleri, kiralık araba, otel ve uçak rezervasyonu imkanı sunuluyor.
6.28	http://www.emeltur.com	Emel Tur	Hac ve umre turları düzenleyen firmanın web sitesi.
6.29	http://arnika.com.tr/	Arnika Turizm	Kültür ve doğa gezileri düzenleyen firmanın sitesinde; tur programları ve iletişim bilgileri yer alıyor.
6.30	http://www.asigo.com.tr/	Aşigo Turizm	Yurt içi ve yurt dışı turlar, balayı turları, otel ve uçak bileti rezervasyonu, fuar kongre organizasyonları, transfer hizmetleri sunuluyor.
6.31	http://www.minkatravel.com/	Minka Turizm	Yurt içi turlar, öğrenciler için turlar, kültür turları, şirket yemekleri, kongre - seminer organizasyonları alanlarında hizmet vermektedir.
6.32	http://www.bluemaptur.com/	Blue Map Turizm	Yurt içi ve yurt dışı turları, kongre ve seminer turları, uçak bileti, rehberlik hizmetleri sunuyor.
6.33	http://www.vizesi.com/	Vizesi.com	Yurtdışına çıkacak olan kişilere; vize başvurusu, takip ve vize alım hizmetleri sunmakta.
6.34	http://www.trekking.com.tr/	Trekking Tur	Doğa, kültür ve fotoğraf turları düzenleyen firmanın sitesinde tur duyuruları, trekking ve hiking hakkında bilgiler bulunuyor.
6.35	http://www.thalassatours.com/	Thalassa Tours	Trabzon'da bulunan firmanın sitesinde Doğu Karadeniz ve Doğu Anadolu turları, otel rezervasyonu, araç kiralama ve transfer hizmetleri veriliyor.
6.36	http://www.moretravel.com.tr/	More Travel	Yurt içi ve yurt dışına düzenlenen günübirlik ve konaklamalı paket tur programları, şirketlere ve okullara yönelik tur organizasyonları hakkında bilgiler bulunuyor.
6.37	http://www.gezigen.com/	Gezigen Turizm	Yurt içi ve yurt dışına kültür, doğa, balayı turları düzenleyen acentenin sitesinde tur duyuruları, otel rezervasyonları ve ülkeler hakkında bilgiler bulunuyor.
6.38	http://www.tamzaratur.com/	Tamzara Tur	Günübirlik ve konaklamalı yayla gezileri, Karadeniz turları ve zirve çıkışlı dağ turlarının tanıtım, rezervasyon hizmetleri sunuluyor.
6.39	http://www.dunyaninrenkleri.com/	Koptur Seyahat	Yurt içi ve yurt dışına düzenlenen tur programları, dalış turları, tekne turları, seminer ve toplantı organizasyonu hizmetleri sunuluyor.
6.40	http://www.tourcollection.net/	Tour Collection	Rusya, Ukrayna ve Baltık ülkelerine yönelik turlar düzenleyen acentenin tanıtımı ve tur programları sunuluyor.
6.41	http://www.sinemis.com.tr/	Sinemis World Agent	Yurtdışına düzenlenen balayı turları ve özel organizasyonlar hakkında bilgiler bulunan sitede ayrıca otel rezervasyonu, uçak bileti satışı hizmetleri veriliyor.
6.42	http://www.cinvize.com/	Çin Vizesi	Çin seyahati yapacak olanların vize başvuruları için bilmesi gerekenleri, gerekli evrakları ve konsolosluk bilgilerini içeriyor.
6.43	http://www.tatilsepeti.com/	Tatil Sepeti	Türkiye çapında otel, tur, ve uçak rezervasyonu yapma imkanı veren firmanın tanıtımı.
6.44	http://www.gezisitesi.com/	Gezi Sitesi	Otel ve tur rezervasyonu, uçak bileti satışı ve araç kiralama hizmetleri veriliyor.
6.45	http://www.bigglook.com/biggtravel/	Bigglook Travel	Yurt içi ve yurt dışı turları düzenleyen firma ve aktiviteleri hakkında bilgiler bulunuyor.
6.46	http://www.sonfiyat.com/	Sonfiyat.com	Yurtiçi ve yurtdışı anlaşmalı havayolları ile sınırlı süreler için geçerli indirimli uçak bileti satışı, yurtdışı otel rezervasyonları ve araç kiralama hizmetleri sunuluyor.
6.47	http://www.isseyahatleri.com/	İş Seyahatleri	İş seyahatlerine çıkmadan önce bilinmesi gerekenler hakkında bir rehber.
6.48	http://www.gezinet.net/	Gezinet.net	Türkiye çapında gezi, tatil, konaklama, otel rezervasyon, seyahat ve eğlence rehberi.
6.49	http://www.athenatour.com/	Athena Tour	Yurt içi ve yurt dışı paket tur organizasyonları, bayi, seminer toplantıları ve kongre organizasyonları gibi programlar düzenleyen acentenin web sitesi.
6.50	http://www.unigezi.com/	Uni Gezi	Üniversite öğrencilerine yönelik hazırlanan tur programları ve aktiviteleri içeriyor.
6.51	http://www.anturizm.com/	An Turizm	Otel rezervasyonu, fuar organizasyonu, uçak bileti satışı ve vize hizmetleri veren acentenin web sitesi.
6.52	http://www.ozeltur.com/	Özel Tur	Umre ve hac seferleri düzenleyen firma ve aktiviteleri hakkında bilgiler yer alıyor.
6.53	http://www.ispa.com.tr/	İspa Tur	Suudi Arabistan'a umre ve hac seferleri düzenleyen firma ve tur programları hakkında bilgiler bulunuyor.
6.54	http://www.gps-yachting.com	GPS Yatçılık	Tekne gezileri, yat ve kabin kiralama hizmetleri sunuluyor.
6.55	http://www.blueyachtcruise.com/	Sempatik Yatçılık Acentası	Fethiye, Bodrum ve Antalya çıkışlı yat turları düzenleyen firmanın web sitesi. [Türkçe-İngilizce-Almanca]
6.56	http://www.olymposyachting.com/	Olympos Yatçılık	Akdeniz'de mavi yolculuk ve yat kiralama hizmetleri.
6.57	http://www.ruth-yacht.com/	Ruth Yachting	Akdeniz ve Ege Denizi arasında gezi düzenleyen firmanın sitesinde; fotoğraf albümü ve gezi programları hakkında bilgiler bulunuyor.
6.58	http://www.irismaritime.com	Admira	Admira adlı tekne ile Bodrum ve Gökova turları. Bodrum foto galerisi.
6.59	http://www.yachtdogan.com/turkce.htm	Yacht Dogan	Bodrum ve Marmaris çıkışlı mavi yolculuk düzenliyor.
6.60	http://www.portbodrum.com	Port Bodrum Yalıkavak	Bodrum'un Kuzeybatısında 450 tekne kapasiteli Megayat Marinası.
6.61	http://www.marinamap.com/tr/	Marina Map	Dünya haritası üzerine tıklayarak marinalar, denizcilik hizmetleri, kiralık tekneler ve yelken yarışları ile ilgili bilgiler bulunabilir.
6.62	http://www.budgetsailingturkey.com/turkce/default.asp	Budget Sailing Turkey	Tur rotaları, yatların tanıtımı ve kiralama ücretleri yer alıyor.
6.63	http://www.aryatours.de/	Arya Yatçılık	Bodrum, Marmaris ve Göçek çıkışlı tekne turları hakkında bilgiler.
6.64	http://www.atlasyachts.com/tr/indextr.htm	Atlas Yatçılık	Yat kiralama, alım, satım ve acentalık hizmetleri.
6.65	http://www.albatrosyachting.com	Albatros Yatçılık	Mavi yolculuk, gulet ve tekne yapımı hakkındaki bilgilerin yanı sıra tur programları hakkında bilgiler.
6.66	http://interrailimiz.tripod.com/	Bizim Interrailimiz	Interrail hakkında bilgiler, tavsiyeler, yol haritaları, gezi notları ve fotoğrafları yer alıyor.
6.67	http://www.farukbudak.com/	Faruk Budak	Gezginin Asya, Afrika, ABD, Uzak Doğu ve Türkiye gezilerinden fotoğraf ve anılar yer alıyor.
6.68	http://www.yolhikayeleri.com	Yol Hikayeleri	Site kullanıcıları tarafından oluşturulan yol ve tatil anıları.
6.69	http://www.hakanoge.com/	Hakan Öge	Yelkenli ile tek başına dünya turu yapan gezginin anıları ve fotoğraf galerisi.
6.70	http://www.realfiesta.com/	Real Finesta	Aslı Gürüney'in İtalya, Japonya, İsveç, Macaristan gibi ülkelere gerçekleştirdiği gezilerden notlar ve fotoğraflar yer alıyor.
6.71	http://www.barisakkiris.blogs.com/	Barış Akkiriş	Gerçekleştirdiği dünya seyahatinden notların, fotoğrafların ve video kayıtlarının yer aldığı site.
6.72	http://sandaletliseyahat.blogspot.com/	Sandaletli Seyahat	Bora Bilgin'in gerçekleştirdiği dünya seyahatlerinden fotoğraflar ve gezi notları bulunuyor.
6.73	http://fotogezi.blogspot.com/	Fotogezi	Nurperi Ünsal'ın gerçekleştirdiği gezilerden fotoğraflar ve notlar yer almakta.
6.74	http://www.sihirlitur.com/	Sihirli Tur	Gazeteci-Yazar Haluk Özüzlü'nün kaleme aldığı sitede, Türkiye'nin tatil beldeleri, gezi notları ve fotoğraflar, konaklama imkanları ve yöresel yemeklere ait bilgiler bulunuyor.
6.75	http://www.tatildunyasi.com/	Tatil Dünyası	Ulaşım, gezi ve tatil yöreleri ile ilgili turistik bilgiler bulunuyor.
6.76	http://www.uzaklar.com/	Uzaklar	Dünya şehirleri hakkında bilgiler, yol anıları, fotoğraflar ve gezi haberleri bulunuyor.
6.77	http://www.tatilium.com/	Tatilium Tatil Rehberi	Gezi, otel ve tur bilgileri, Türkiye'nin tatil beldeleri hakkında yazı ve fotoğraflar içeren tatil rehberi.
6.78	http://www.kultur.gov.tr/TR	T.C. Turizm Bakanlığı	Bakanlık bilgileri, il il Türkiye rehberi, acenteler, oteller, tanıtım klipleri ve istatistikler yer alıyor.
6.79	http://www.tureb.net/	Turist Rehberleri Birliği Derneği (TÜREB)	Derneğe ait güncel haberler, yazılar ve bilgiler bulunmaktadır.
6.80	http://www.voyagerbook.com/tr/	Voyagerbook	Oteller, lokantalar, tatil yöreleri, yaz-kış turizmi ile ilgili bilgiler yer alıyor.
6.81	http://www.geziturkiye.com/	Gezi Türkiye	Türkiye genelinde aktif turizm, mavi yolculuk, antik kentler ve oteller hakkında detaylı bilgiler bulunuyor.
6.82	http://www.wowhotels.com/	World of Wonders	MNG Turizm Grubu'na bağlı hizmet veren otellerin tanıtımı ve rezervasyon bilgileri bulunuyor.
6.83	http://www.rixos.com/	Rixos Otelleri	Türkiye'de ve yurtdışında hizmet veren otellerin tanıtımı ve online rezervasyon imkanı sunuluyor.
6.84	http://www.secondcasa.com/	Secondcasa	Dünya genelinde online otel rezervasyonları imkanını sunan firmanın tanıtımı.
6.85	http://www.hotelguide.com.tr/	Türkiye Oteller Rehberi	Tüm yurt çapındaki otellere bölge, şehir, şirket adı veya otel adı ile ulaşılabilinen, ve bu oteller hakkında çeşitli bilgiler sağlayan bir rehber site.
6.86	http://www.hilton.com.tr/	Hilton Türkiye	Türkiye ve dünyadaki Hilton'ların tanıtımı, özel promosyon, haber ve duyurular yer alıyor.
6.87	http://www.kayatourism.com.tr/	Kaya Otelleri	Kaya Holding'e bağlı otellerin tanıtımı ve online rezervasyon imkanı sunuluyor.
6.88	http://www.on-linehotel.com/	On-linehotel	İnter Turizm tarafından hazırlanmış, illere göre Türkiye otel rehberi.
6.89	http://www.neredennereye.com/	Nereden Nereye	Otobüs, tren, uçak, gemi gibi taşıma araçlarının bir noktadan diğer noktaya transfer sürelerini, fiyatlarını ve önemli bilgileri sunan bir site.
6.90	http://www.istanbulseyahat.com/	İstanbul Seyahat	Şehirler arası yolcu taşıma hizmeti veren otobüs firmasına ait sitede; online bilet satışı, kurumsal bilgiler ve iletişim detayları yer almaktadır.
6.91	http://www.biletall.com/	Biletall	Şehirler arası otobüs ve uçak rezervasyonu yapılabiliyor.
6.92	http://www.ido.com.tr/	İstanbul Deniz Otobüsleri	Tarifeler, ücret bilgileri, bilet satış ve rezervasyon işlemleri.
6.93	http://www.talpa.org/	Havayolları Pilotları Derneği	Derneğin tanıtımı, tüzük, yönetim kurulu, haberler ve iletişim bilgileri bulunmaktadır.
6.94	http://www.kesfetmekicinbak.com/	Atlas	Aylık coğrafya ve keşif dergisi.
6.95	http://www.nationalgeographic.com.tr	National Geographic	Aylık coğrafya ve gezi dergisinden kesitler, internete özel içerik ve online abonelik.
6.96	http://www.voyager.com.tr/	Voyager	Sitede derginin son sayısından seçme yazılar, etkinliklerden haberler, turlar, ve kısa bilgiler bulunuyor.
6.97	http://www.sirtcantam.com/	Sırtçantam	Aylık olarak yayınlanan derginin web sitesinde doğa,kültür, arkeoloji yazılarının yanısıra, kitap tanıtımlarına da yer veriliyor.
7.1	http://www.edipenerji.com	Edip Enerji Dizel AŞ	Jeneratör ve 2. el jeneratör alım satımı, deprem sensörü, voltaj regülatörleri satış ve montajı, jeneratör ve iş makinaları tamir ve bakımı, Mosa jeneratörlerinin yetkili servisi ve satıcısı.
7.2	http://www.normenerji.com.tr	Norm Enerji Ltd.	Endüstriyel ve ticari tip aküler; akü kabinleri, akü şarj redresörleri üretim ve satışı.
7.3	http://www.kardeselektrik.com.tr	Kardeş Elektrik A.Ş.	Pako şalter, agut butonları ve sinyal lambaları, varyak ve otomotiv sanayi kömürleri üretimi hizmetlerini gerçekleştiriyor.
7.4	http://www.gunduztrafo.com	Gündüz Trafo Sanayi	Trafo ve servo regülatör üretimi; ürün örnekleri, referanslar sitede yer alıyor.
7.5	http://www.upset.com.tr/	Upset Elektronik	Kesintisiz güç kaynakları satışı; teknik terimler, servis ağı, UPS seçimi hakkında bilgiler.
7.6	http://www.artronic.com.tr/	Artronic	Kesintisiz güç kaynakları, voltaj regülatörleri, doğrultucular, aküler vb. güç elektroniği ürünleri.
7.7	http://www.jensa.net	Jensa Jeneratör	Jeneratör tamir, bakım ve kiralama hizmetleri veriyor.
7.8	http://www.gucbirjenerator.com/	Güçbir Jeneratör	İkinci el jeneratör servisi veren firma, bakım ve onarım yanı sıra ikinci el jeneratör satışlarında bir yıl garanti veriyor.
7.9	http://www.teknikjenerator.com	Teknik Jeneratör	Jeneratör tamir, servis, bakımında 24 saat boyunca hizmet veriyor.
7.10	http://www.2mltd.com/	2M	Cihazların elektrik kesilmesinden zarar görmelerini önlemek ve spikes, surges, radio frekans ve elektromanyetik müdahalelere karşı koruma konusunda ürünler ve bilgileri bulunuyor.
7.11	http://www.gensan.info.tr/	Gensan	10-500 KVA alternatör ve jeneratör makinaları imalatı ile firma, ürün bilgileri bulunuyor.
7.12	http://www.imelsan.com/	İmelsan	Kesintisiz güç kaynakları UPS satış, bakım ve onarım servisi.
7.13	http://www.maray.com	Maray Jeneratör	15-1500 kVA arası sıfır ve 2. el jeneratör imalat, montaj, satış ve sonrası servis hizmetleri, motor revizyon, yedek parça satışı ve cummins yakıt pompa atölyesi ile 32 yıldır başarılı bir şekilde hizmet verilmektedir.
7.14	http://www.celikelektrik.com/	Çelik Elektrik	Firma bilgileri ve elektrik ürünleri tanıtımı ile satışı bilgileri bulunuyor.
7.15	http://www.onelsan.com.tr	Onelsan Elektronik	Safetech kesintisiz güç kaynakları, otomatik voltaj regülatörleri, tam bakımsız kuru tip akülerin satış-danışmanlık ve teknik destek hizmetlerini veriyor.
7.16	http://www.kemsan.com.tr/	KEMSAN	Kesintisiz güç kaynakları üretimi, tasarımı ve satışı.
7.17	http://www.birerelektrik.com/	Bir-Er Elektrik	Yüksek gerilim işleri 154-380 KW trafo merkezleri kurulumu hizmetleri.
7.18	http://www.alsanregulator.com/	Alsan Regülatör	Trafolar, voltaj regülatörleri, kuru tip aküler, akü şarj redresörleri, statik invertörler, kesintisiz güç kaynakları ve pano üretiyor.
7.19	http://www.adataelektronik.com/	Data Elektronik	Regülatör, invertor vb. gerilim cihazları, statik kesintisiz güç kaynakları imalatı.
7.20	http://www.teksanjenerator.com.tr/	Teksan Jeneratör	Dizel motorlu jeneratör grupları; koruma kabini, ses izolasyon kabini, ses izolasyonlu konteyner ile römork üretimi.
7.21	http://www.yontemelektronik.com/	Yöntem Elektronik	Kesintisiz güç kaynağı satış, teknik servis ve bakım hizmetleri ile 2. el jeneratör satışı hizmeti veriyor.
7.22	http://www.fcm.com.tr/	FCM	Kesintisiz güç kaynakları, statik ve servo regülatörler ve diğer ürünlerin satış hizmetleri.
7.23	http://www.gemta.com.tr/	Gemta Elektrik	Enerji iletim, üretim, ham petrol üretim desteği hizmetleri; elektro mekanik işletme, bakım/onarım, taahhüt.
7.24	http://www.ekim.com.tr	Ekim Elektrik	Analog servo regülatörler, mikro kontrolörlü servo regülatörler, redresör, transformatör, yüksek gerilim test cihazları, kesintisiz güç kaynağı imalatı ve tamiri.
7.25	http://www.sunpowerltd.com	Sun Power Ltd.	Güneş ve rüzgar enerjisiyle çalışan elektrik üretim sistemleri satışı ve montajı.
7.26	http://www.isbirelektrik.com.tr	İşbir Elektrik Sanayi AŞ	30-2000 kVA arası dizel motorlu jeneratör grupları; 2000 kVA'ya kadar alternatör, koruma kabini, ses izolasyon kabini ve özel askeri proje uygulamaları yapıyor.
7.27	http://www.ascaltd.com/	ASCA Elektrik ve Kontrol Sistemleri	Firma profili, DC sürücü ve akü şarj cihazı imalatları ile ürünlere ait sipariş bilgileri bulunuyor.
7.28	http://www.gokcelmuhendislik.com/	Gökçel Mühendislik	Farklı kvaya sahip ikinciel jeneratör alım satımı.
7.29	http://www.aralticaret.com	Aral Ticaret	Jeneratör alım ve satımı, ikinci el jeneratör, kiralama, kompresör, vinç, forklift, doğru akım konularında hizmet veriyor.
7.30	http://www.elektra.com.tr	Elektra Elektronik	Transformatörler, reaktörler, SMPS transformatörleri, hat reaktörleri, harmonikler, harmonik çözümleri ve enerji kalitesi ile ilgili bilgiler bulunduruyor.
7.31	http://www.ceran.com.tr/	Ceran Otomasyon	Omron yetkili bayi ve Schneider Electric ürünleri satış hizmetleri; ürünler, distribütörlükler ve dökümanlar.
7.32	http://www.olimpiyatotomasyon.com/	Olimpiyat Otomasyon ve Mühendislik	Otomasyon malzemeleri satışı, montaj ve servis hizmetleri.
7.33	http://www.phoenixcontact.com.tr	Phoenix Contact Türkiye	Endüstriyel elektrik ekipmanları; klemens, modüler işaretleme ekipmanları, röleler, koruma modülleri, çeviriciler.
7.34	http://www.schneiderelectric.com.tr	Schneider Elektrik	Elektrik dağıtımı, endüstriyel kontrol ve otomasyon. Ana markaları: Merlin Gerin, Modicon, Square D ve Telemecanique, Türkiye resmi sitesi.
7.35	http://www.eyka.com.tr/	Ey-Ka Elekrik Sanayi ve Ticaret	Ölçme, ayar, kontrol aletleri ve yedek parçaları üreten dış firmalara mümessillik, distribütörlük ve temsilcilik hizmetleri vermektedir. Ürün kataloğu.
7.36	http://www.nel.com.tr/	Nel Elektronik	Kimyasal ölçümler, muhtelif otomasyon cihazları imalatı.
7.37	http://www.enda.com.tr/	Enda	Sayıcılar, dijital-analog termostatlar, zaman röleleri ve diğer ölçüm cihazları.
7.38	http://www.cavusogullari.net/	Çavuşoğulları Elektrik	Elektrik-elektronik konularının yanısıra plc ve otomasyon alanlarında vermekte olduğu danışmanlık ve kurulum hizmetleri.
7.39	http://www.siskon-tr.com	Siskon Endüstriyel Otomasyon	Tekstil sektörü için kontrol sistemleri ve yazılım hizmetleri.
7.40	http://www.enpa.com.tr/	Enpa	Enerji ve telefon kablolarının testleri ve arızalarının tespiti ile ilgili distribütörü olduğu firma ürünlerinin satışı ve satış sonrası servisi.
7.41	http://www.netcom-soft.com/	NetCom	Display panelleri, sıcaklık ve basınç panelleri, kayan yazı ve info displayler imalatı.
7.42	http://www.masotomasyon.com	Mas Otomasyon	PLC, scada, enerji izleme, elektrik faturalama, senkronizasyon sistemleri, yük atma, yük alma ve yük paylaşımı sistemleri kurulumu. Radyo telemetri sistemleri kurulumu, endüstriyel otomasyon, proses otomasyonu, kontrol ve kumanda sistemleri.
7.43	http://www.manas.com.tr	Manas AŞ	Gaz, su ve elektrik sayaçları; elektronik sayaçlar ve akıllı (ön-ödemeli) sayaçların üretim ve uygulamalarını yapıyor.
7.44	http://www.metronik.com.tr/	Metronik Ölçü Kontrol	Ölçü ve kontrol cihazları imalatı, pazarlaması, satış öncesi ve sonrası mühendislik hizmetleri.
7.45	http://www.ilkeotomasyon.com.tr/	İlke Otomasyon	Endüstriyel otomasyon malzemelerinin satışı ve ILX ışıklı kolon imalatı. Baumer electric Türkiye mümessili. Wachendorff Encoder, Walther, Eltrotec, Reign Power, Camsco Türkiye mümessili.
7.46	http://www.globaltek.com.tr	Global Teknoloji Mühendislik	Güvenlik sitemleri, laboratuvar ve antistatik ekipmanları, mobil araç dizaynı ve otomatik depolama sistemleri alanlarında faaliyet gösteriyor.
7.47	http://www.etaekipman.com/	Eta Ekipman	Otomasyon ürünleri ve sistemleri konusunda hizmetler sunuyor.
7.48	http://www.nettron.net/	Nettron	Mühendislik ve motor kontrol çözümleri, belli firmalarının AC motor hız kontrol ve yumuşak kalkış ve duruş cihazları satış ile desteği.
7.49	http://www.etasis.com.tr/	Etasis	Standart üretiminden görüntüler, elektronik teraziler ve sistemleri gibi ürünler konusunda bilgiler.
7.50	http://www.ucgen.org/	Üçgen Otomasyon	Otomasyon projeleri ve devreye alma konularında hizmet veriyor.
7.51	http://www.bissistem.com/	Bis Sistem	Firma, ölçüm testleri, veri toplama ve titreşim sistemleri konusunda bilgiler.
7.52	http://www.ozdisan.com/	Özdisan	Elektronik komponent stok distribütörü, endüstriyel otomasyon ürünleri hizmetleri sunuyor.
7.53	http://www.oksotomasyon.com/	Oks Otomasyon	Endüstriyel kontrol, otomasyon sistemleri ve güneş enerjileri konularında hizmet vermektedir.
7.54	http://www.utingelektronik.com/	Uting Elektronik	Endüstriyel tip, radyo frekans kontrollü sistemleri, vinç kantarları ve dinamometre Türkiye distribütörlükleri ve merkez servis hizmetleri.
7.55	http://www.teknosisarge.com.tr/	Teknosis Arge	Endüstriyel otomasyon alanında anahtar teslim projeler konusunda hizmet veriyor.
7.56	http://www.plcprogramlama.com/	PLC Programlama	Endüstriyel otomasyon konusunda, SCADA proses kontrol ve iletişim protokolleri bilgileri.
7.57	http://www.imajteknik.com/	İmaj Teknik	Elektrik, otomasyon ve elektronik malzemelerinin alım-satım, ithalat-ihracat ve imalatını yapıyor.
7.58	http://www.etoenerji.com.tr/	ETO Enerji AŞ	Elektrik, taahhüt ile otomasyon ve ağ alanlarında hizmet sunuyor.
7.59	http://www.otomasyonkapi.com	Otomasyon Kapı Sistemleri	Otomasyon kapı sistemleri, otomatik ameliyathane kapıları, otomatik kapılar, bariyerler, seksiyonel kapılar üretiyor.
7.60	http://www.erenler.com.tr/	Erenler Elektrik Malzemeleri	Fiberoptik kablolar, enerji kabloları, data ve iletişim kabloları, kumanda kabloları, kablo garbitürleri, ısı ve yangına dayanıklı kablolar ile afumex kablolar konularında faaliyet gösteriyor.
7.61	http://www.hes.com.tr/	HES Hacılar Elektrik Sanayi ve Ticaret AŞ	Enerji kabloları, haberleşme kabloları, elektrolitik bakır teller, emaye bobin teli, alüminyum iletken ve kablo ile PVC granül üretimi yapmaktadır.
7.62	http://www.emayetel.com/	Bakır İzolasyon Sanayi	Emaye bobin teli üretimi, bakır ve alaşımları olan pirinç, fosforbronz mamulleri üretimi, şerit, levha, çubuk, profil üretimi ve satışı.
