subTopicID	docID
18.1	18.57
18.1	18.58
18.1	18.59
18.1	18.60
18.1	18.61
18.1	18.62
18.1	18.63
18.1	18.64
18.1	18.65
18.1	18.66
18.1	18.67
18.1	18.68
18.1	18.69
18.1	18.70
18.1	18.71
18.1	18.72
18.1	18.73
18.1	18.74
18.1	18.75
18.1	18.76
18.1	18.77
18.1	18.78
18.1	18.79
18.1	18.80
18.1	18.81
18.1	18.82
18.1	18.83
18.1	18.84
18.2	18.85
18.2	18.86
18.2	18.87
18.2	18.88
18.2	18.89
18.3	18.90
18.3	18.91
18.3	18.92
18.3	18.93
18.4	18.94
18.4	18.95
18.4	18.96
18.4	18.97
18.5	18.98
18.5	18.99
18.5	18.100
18.5	18.101
18.6	18.102
18.6	18.103
18.6	18.104
18.6	18.105
18.7	18.106
18.7	18.107
18.7	18.108
18.7	18.109
18.8	18.110
18.8	18.111
18.8	18.112
18.8	18.113
18.9	18.114
18.9	18.115
18.9	18.116
18.9	18.117
18.10	18.118
18.10	18.119
18.10	18.120
18.10	18.121
19.1	19.1
19.1	19.2
19.1	19.3
19.1	19.4
19.1	19.5
19.1	19.6
19.1	19.7
19.1	19.8
19.1	19.9
19.1	19.10
19.1	19.11
19.1	19.12
19.1	19.13
19.1	19.14
19.1	19.15
19.1	19.16
19.1	19.17
19.1	19.18
19.1	19.19
19.1	19.20
19.1	19.21
19.1	19.22
19.1	19.23
19.1	19.24
19.1	19.25
19.1	19.26
19.1	19.27
19.1	19.28
19.1	19.29
19.1	19.30
19.1	19.31
19.2	19.32
19.2	19.33
19.2	19.34
19.2	19.35
19.2	19.36
19.2	19.37
19.2	19.38
19.2	19.39
19.2	19.40
19.2	19.41
19.2	19.42
19.2	19.43
19.2	19.44
19.2	19.45
19.2	19.46
19.2	19.47
19.2	19.48
19.2	19.49
19.2	19.50
19.2	19.51
19.2	19.52
19.2	19.53
19.2	19.54
19.2	19.55
19.2	19.56
19.2	19.57
19.2	19.58
19.2	19.59
19.2	19.60
19.2	19.61
19.3	19.62
19.3	19.63
19.3	19.64
19.3	19.65
19.3	19.66
19.3	19.67
19.3	19.68
19.3	19.69
19.3	19.70
19.3	19.71
19.3	19.72
19.3	19.73
19.4	19.74
19.4	19.75
19.4	19.76
19.4	19.77
19.5	19.78
19.5	19.79
19.5	19.80
19.5	19.81
19.6	19.82
19.6	19.83
19.6	19.84
19.6	19.85
19.7	19.86
19.7	19.87
19.7	19.88
19.7	19.89
19.8	19.90
19.8	19.91
19.8	19.92
19.8	19.93
19.9	19.94
19.9	19.95
19.9	19.96
19.9	19.97
19.10	19.98
19.10	19.99
19.10	19.100
19.10	19.101
20.1	20.1
20.1	20.2
20.1	20.3
20.1	20.4
20.1	20.5
20.1	20.6
20.1	20.7
20.1	20.8
20.1	20.9
20.1	20.10
20.1	20.11
20.1	20.12
20.1	20.13
20.1	20.14
20.1	20.15
20.1	20.16
20.1	20.17
20.1	20.18
20.1	20.19
20.1	20.20
20.1	20.21
20.1	20.22
20.1	20.23
20.1	20.24
20.1	20.25
20.1	20.26
20.1	20.27
20.1	20.28
20.1	20.29
20.1	20.30
20.1	20.31
20.1	20.32
20.1	20.33
20.1	20.34
20.1	20.35
20.1	20.36
20.1	20.37
20.1	20.38
20.1	20.39
20.1	20.40
20.1	20.41
20.1	20.42
20.1	20.43
20.1	20.44
20.1	20.45
20.1	20.46
20.2	20.47
20.2	20.48
20.2	20.49
20.2	20.50
20.2	20.51
20.2	20.52
20.2	20.53
20.2	20.54
20.2	20.55
20.2	20.56
20.2	20.57
20.2	20.58
20.2	20.59
20.2	20.60
20.3	20.61
20.3	20.62
20.3	20.63
20.3	20.64
20.3	20.65
20.3	20.66
20.3	20.67
20.3	20.68
20.3	20.69
20.3	20.70
20.4	20.71
20.4	20.72
20.4	20.73
20.4	20.74
20.4	20.75
20.4	20.76
20.4	20.77
20.4	20.78
20.4	20.79
20.5	20.80
20.5	20.81
20.5	20.82
20.5	20.83
20.5	20.84
20.5	20.85
20.5	20.86
20.6	20.87
20.6	20.88
20.6	20.89
20.6	20.90
20.6	20.91
20.7	20.92
20.7	20.93
20.7	20.94
20.7	20.95
20.8	20.96
20.8	20.97
20.8	20.98
20.8	20.99
20.9	20.100
20.9	20.101
20.9	20.102
20.9	20.103
21.1	21.1
21.1	21.2
21.1	21.3
21.1	21.4
21.1	21.5
21.1	21.6
21.1	21.7
21.1	21.8
21.1	21.9
21.1	21.10
21.1	21.11
21.1	21.12
21.1	21.13
21.1	21.14
21.1	21.15
21.1	21.16
21.1	21.17
21.1	21.18
21.1	21.19
21.1	21.20
21.1	21.21
21.1	21.22
21.1	21.23
21.1	21.24
21.1	21.25
21.1	21.26
21.1	21.27
21.1	21.28
21.1	21.29
21.1	21.30
21.1	21.31
21.1	21.32
21.1	21.33
21.1	21.34
21.1	21.35
21.1	21.36
21.1	21.37
21.1	21.38
21.1	21.39
21.1	21.40
21.1	21.41
21.1	21.42
21.1	21.43
21.1	21.44
21.1	21.45
21.1	21.46
21.1	21.47
21.1	21.48
21.1	21.49
21.1	21.50
21.1	21.51
21.1	21.52
21.1	21.53
21.1	21.54
21.1	21.55
21.1	21.56
21.1	21.57
21.1	21.58
21.1	21.59
21.2	21.60
21.2	21.61
21.2	21.62
21.2	21.63
21.2	21.64
21.2	21.65
21.2	21.66
21.2	21.67
21.2	21.68
21.2	21.69
21.2	21.70
21.2	21.71
21.2	21.72
21.2	21.73
21.2	21.74
21.3	21.75
21.3	21.76
21.3	21.77
21.3	21.78
21.3	21.79
21.3	21.80
21.3	21.81
21.4	21.82
21.4	21.83
21.4	21.84
21.4	21.85
21.4	21.86
21.4	21.87
21.4	21.88
21.5	21.89
21.5	21.90
21.5	21.91
21.5	21.92
21.6	21.93
21.6	21.94
21.6	21.95
21.6	21.96
21.7	21.97
21.7	21.98
21.7	21.99
21.7	21.100
22.1	22.1
22.1	22.2
22.1	22.3
22.1	22.4
22.1	22.5
22.1	22.6
22.1	22.7
22.1	22.8
22.1	22.9
22.1	22.10
22.1	22.11
22.1	22.12
22.1	22.13
22.1	22.14
22.1	22.15
22.1	22.16
22.1	22.17
22.1	22.18
22.1	22.19
22.1	22.20
22.1	22.21
22.1	22.22
22.1	22.23
22.1	22.24
22.1	22.25
22.1	22.26
22.1	22.27
22.1	22.28
22.1	22.29
22.1	22.30
22.1	22.31
22.1	22.32
22.1	22.33
22.1	22.34
22.1	22.35
22.1	22.36
22.1	22.37
22.1	22.38
22.1	22.39
22.1	22.40
22.1	22.41
22.1	22.42
22.1	22.43
22.1	22.44
22.1	22.45
22.1	22.46
22.1	22.47
22.1	22.48
22.1	22.49
22.1	22.50
22.1	22.51
22.1	22.52
22.1	22.53
22.1	22.54
22.1	22.55
22.1	22.56
22.1	22.57
22.1	22.58
22.1	22.59
22.1	22.60
22.1	22.61
22.1	22.62
22.1	22.63
22.1	22.64
22.1	22.65
22.1	22.66
22.1	22.67
22.1	22.68
22.1	22.69
22.1	22.70
22.1	22.71
22.1	22.72
22.2	22.73
22.2	22.74
22.2	22.75
22.2	22.76
22.2	22.77
22.2	22.78
22.2	22.79
22.2	22.80
22.2	22.81
22.2	22.82
22.2	22.83
22.2	22.84
22.3	22.85
22.3	22.86
22.3	22.87
22.3	22.88
22.3	22.89
22.4	22.90
22.4	22.91
22.4	22.92
22.4	22.93
22.5	22.94
22.5	22.95
22.5	22.96
22.5	22.97
22.6	22.98
22.6	22.99
22.6	22.100
22.6	22.101
22.7	22.102
22.7	22.103
22.7	22.104
22.7	22.105
22.8	22.106
22.8	22.107
22.8	22.108
22.8	22.109
22.9	22.110
22.9	22.111
22.9	22.112
22.9	22.113
22.10	22.114
22.10	22.115
22.10	22.116
22.10	22.117
23.1	23.1
23.1	23.2
23.1	23.3
23.1	23.4
23.1	23.5
23.1	23.6
23.1	23.7
23.1	23.8
23.1	23.9
23.1	23.10
23.1	23.11
23.1	23.12
23.1	23.13
23.1	23.14
23.1	23.15
23.1	23.16
23.1	23.17
23.1	23.18
23.1	23.19
23.1	23.20
23.1	23.21
23.1	23.22
23.1	23.23
23.1	23.24
23.1	23.25
23.1	23.26
23.1	23.27
23.1	23.28
23.1	23.29
23.1	23.30
23.1	23.31
23.1	23.32
23.2	23.33
23.2	23.34
23.2	23.35
23.2	23.36
23.2	23.37
23.2	23.38
23.2	23.39
23.2	23.40
23.2	23.41
23.2	23.42
23.2	23.43
23.2	23.44
23.2	23.45
23.2	23.46
23.2	23.47
23.3	23.48
23.3	23.49
23.3	23.50
23.3	23.51
23.3	23.52
23.3	23.53
23.3	23.54
23.3	23.55
23.3	23.56
23.3	23.57
23.3	23.58
23.4	23.59
23.4	23.60
23.4	23.61
23.4	23.62
23.4	23.63
23.5	23.64
23.5	23.65
23.5	23.66
23.5	23.67
23.5	23.68
23.6	23.69
23.6	23.70
23.6	23.71
23.6	23.72
23.7	23.73
23.7	23.74
23.7	23.75
23.7	23.76
23.8	23.77
23.8	23.78
23.8	23.79
23.8	23.80
23.9	23.81
23.9	23.82
23.9	23.83
23.9	23.84
23.10	23.85
23.10	23.86
23.10	23.87
23.10	23.88
24.1	24.1
24.1	24.2
24.1	24.3
24.1	24.4
24.1	24.5
24.2	24.6
24.2	24.7
24.2	24.8
24.2	24.9
24.3	24.10
24.3	24.11
24.3	24.12
24.3	24.13
24.4	24.14
24.4	24.15
24.4	24.16
24.4	24.17
24.5	24.18
24.5	24.19
24.5	24.20
24.5	24.21
24.6	24.22
24.6	24.23
24.6	24.24
24.6	24.25
24.7	24.26
24.7	24.27
24.7	24.28
24.7	24.29
24.8	24.30
24.8	24.31
24.8	24.32
24.8	24.33
24.9	24.34
24.9	24.35
24.9	24.36
24.9	24.37
24.10	24.38
24.10	24.39
24.10	24.40
24.10	24.41
25.1	25.1
25.1	25.2
25.1	25.3
25.1	25.4
25.1	25.5
25.1	25.6
25.1	25.7
25.1	25.8
25.2	25.9
25.2	25.10
25.2	25.11
25.2	25.12
25.2	25.13
25.2	25.14
25.2	25.15
25.2	25.16
25.3	25.17
25.3	25.18
25.3	25.19
25.3	25.20
25.3	25.21
25.3	25.22
25.3	25.23
25.3	25.24
25.4	25.25
25.4	25.26
25.4	25.27
25.4	25.28
25.4	25.29
25.4	25.30
25.4	25.31
25.4	25.32
25.5	25.33
25.5	25.34
25.5	25.35
25.5	25.36
25.5	25.37
25.5	25.38
25.5	25.39
25.6	25.40
25.6	25.41
25.6	25.42
25.6	25.43
25.6	25.44
25.6	25.45
25.6	25.46
25.7	25.47
25.7	25.48
25.7	25.49
25.7	25.50
25.7	25.51
25.7	25.52
25.7	25.53
25.8	25.54
25.8	25.55
25.8	25.56
25.8	25.57
25.8	25.58
25.8	25.59
25.9	25.60
25.9	25.61
25.9	25.62
25.9	25.63
25.9	25.64
25.10	25.65
25.10	25.66
25.10	25.67
25.10	25.68
25.10	25.69
26.1	26.1
26.1	26.2
26.1	26.3
26.1	26.4
26.1	26.5
26.1	26.6
26.1	26.7
26.1	26.8
26.1	26.9
26.1	26.10
26.1	26.11
26.1	26.12
26.1	26.13
26.1	26.14
26.1	26.15
26.1	26.16
26.1	26.17
26.1	26.18
26.1	26.19
26.1	26.20
26.1	26.21
26.1	26.22
26.1	26.23
26.1	26.24
26.1	26.25
26.1	26.26
26.1	26.27
26.1	26.28
26.1	26.29
26.1	26.30
26.1	26.31
26.1	26.32
26.1	26.33
26.1	26.34
26.1	26.35
26.1	26.36
26.1	26.37
26.1	26.38
26.1	26.39
26.1	26.40
26.1	26.41
26.1	26.42
26.1	26.43
26.1	26.44
26.1	26.45
26.1	26.46
26.1	26.47
26.1	26.48
26.1	26.49
26.1	26.50
26.1	26.51
26.1	26.52
26.1	26.53
26.1	26.54
26.1	26.55
26.1	26.56
26.1	26.57
26.1	26.58
26.1	26.59
26.1	26.60
26.1	26.61
26.1	26.62
26.1	26.63
26.1	26.64
26.1	26.65
26.1	26.66
26.1	26.67
26.1	26.68
26.1	26.69
26.1	26.70
26.1	26.71
26.1	26.72
26.1	26.73
26.1	26.74
26.1	26.75
26.1	26.76
26.1	26.77
26.1	26.78
26.1	26.79
26.1	26.80
26.2	26.81
26.2	26.82
26.2	26.83
26.2	26.84
26.2	26.85
26.2	26.86
26.2	26.87
26.2	26.88
26.3	26.89
26.3	26.90
26.3	26.91
26.3	26.92
26.4	26.93
26.4	26.94
26.4	26.95
26.4	26.96
26.5	26.97
26.5	26.98
26.5	26.99
26.5	26.100
26.6	26.101
26.6	26.102
26.6	26.103
26.6	26.104
26.7	26.105
26.7	26.106
26.7	26.107
26.7	26.108
27.1	27.1
27.1	27.2
27.1	27.3
27.1	27.4
27.1	27.5
27.1	27.6
27.1	27.7
27.1	27.8
27.1	27.9
27.1	27.10
27.1	27.11
27.1	27.12
27.1	27.13
27.1	27.14
27.1	27.15
27.1	27.16
27.1	27.17
27.1	27.18
27.1	27.19
27.1	27.20
27.1	27.21
27.1	27.22
27.1	27.23
27.1	27.24
27.1	27.25
27.1	27.26
27.1	27.27
27.1	27.28
27.1	27.29
27.1	27.30
27.1	27.31
27.1	27.32
27.1	27.33
27.1	27.34
27.1	27.35
27.1	27.36
27.1	27.37
27.1	27.38
27.1	27.39
27.1	27.40
27.1	27.41
27.1	27.42
27.1	27.43
27.1	27.44
27.1	27.45
27.1	27.46
27.1	27.47
27.1	27.48
27.1	27.49
27.1	27.50
27.1	27.51
27.1	27.52
27.1	27.53
27.1	27.54
27.1	27.55
27.1	27.56
27.1	27.57
27.1	27.58
27.1	27.59
27.1	27.60
27.1	27.61
27.1	27.62
27.1	27.63
27.1	27.64
27.1	27.65
27.1	27.66
27.1	27.67
27.1	27.68
27.2	27.69
27.2	27.70
27.2	27.71
27.2	27.72
27.2	27.73
27.2	27.74
27.2	27.75
27.2	27.76
27.3	27.77
27.3	27.78
27.3	27.79
27.3	27.80
27.3	27.81
27.3	27.82
27.3	27.83
27.3	27.84
27.4	27.85
27.4	27.86
27.4	27.87
27.4	27.88
27.4	27.89
27.5	27.90
27.5	27.91
27.5	27.92
27.5	27.93
27.6	27.94
27.6	27.95
27.6	27.96
27.6	27.97
27.7	27.98
27.7	27.99
27.7	27.100
27.7	27.101
27.8	27.102
27.8	27.103
27.8	27.104
27.8	27.105
27.9	27.106
27.9	27.107
27.9	27.108
27.9	27.109
27.10	27.110
27.10	27.111
27.10	27.112
27.10	27.113
28.1	28.1
28.1	28.2
28.1	28.3
28.1	28.4
28.1	28.5
28.1	28.6
28.1	28.7
28.1	28.8
28.1	28.9
28.1	28.10
28.1	28.11
28.1	28.12
28.1	28.13
28.1	28.14
28.1	28.15
28.1	28.16
28.1	28.17
28.1	28.18
28.1	28.19
28.1	28.20
28.1	28.21
28.1	28.22
28.1	28.23
28.1	28.24
28.1	28.25
28.1	28.26
28.1	28.27
28.1	28.28
28.1	28.29
28.1	28.30
28.1	28.31
28.1	28.32
28.1	28.33
28.1	28.34
28.1	28.35
28.1	28.36
28.1	28.37
28.1	28.38
28.2	28.39
28.2	28.40
28.2	28.41
28.2	28.42
28.2	28.43
28.2	28.44
28.2	28.45
28.2	28.46
28.2	28.47
28.2	28.48
28.2	28.49
28.2	28.50
28.2	28.51
28.2	28.52
28.2	28.53
28.2	28.54
28.2	28.55
28.2	28.56
28.2	28.57
28.2	28.58
28.2	28.59
28.2	28.60
28.2	28.61
28.2	28.62
28.2	28.63
28.3	28.64
28.3	28.65
28.3	28.66
28.3	28.67
28.3	28.68
28.3	28.69
28.3	28.70
28.3	28.71
28.3	28.72
28.3	28.73
28.3	28.74
28.3	28.75
28.3	28.76
28.3	28.77
28.3	28.78
28.3	28.79
28.3	28.80
28.3	28.81
28.4	28.82
28.4	28.83
28.4	28.84
28.4	28.85
28.4	28.86
28.4	28.87
28.4	28.88
28.4	28.89
28.4	28.90
28.4	28.91
28.4	28.92
28.4	28.93
28.5	28.94
28.5	28.95
28.5	28.96
28.5	28.97
28.6	28.98
28.6	28.99
28.6	28.100
28.6	28.101
28.7	28.102
28.7	28.103
28.7	28.104
28.7	28.105
29.1	29.1
29.1	29.2
29.1	29.3
29.1	29.4
29.1	29.5
29.1	29.6
29.1	29.7
29.1	29.8
29.1	29.9
29.1	29.10
29.1	29.11
29.1	29.12
29.1	29.13
29.1	29.14
29.1	29.15
29.1	29.16
29.1	29.17
29.1	29.18
29.1	29.19
29.1	29.20
29.1	29.21
29.1	29.22
29.1	29.23
29.1	29.24
29.1	29.25
29.1	29.26
29.1	29.27
29.1	29.28
29.1	29.29
29.1	29.30
29.1	29.31
29.1	29.32
29.1	29.33
29.1	29.34
29.1	29.35
29.1	29.36
29.1	29.37
29.1	29.38
29.2	29.39
29.2	29.40
29.2	29.41
29.2	29.42
29.2	29.43
29.2	29.44
29.2	29.45
29.2	29.46
29.2	29.47
29.2	29.48
29.2	29.49
29.2	29.50
29.2	29.51
29.2	29.52
29.2	29.53
29.3	29.54
29.3	29.55
29.3	29.56
29.3	29.57
29.3	29.58
29.3	29.59
29.3	29.60
29.3	29.61
29.3	29.62
29.3	29.63
29.4	29.64
29.4	29.65
29.4	29.66
29.4	29.67
29.4	29.68
29.4	29.69
29.4	29.70
29.5	29.71
29.5	29.72
29.5	29.73
29.5	29.74
29.5	29.75
29.5	29.76
29.5	29.77
29.6	29.78
29.6	29.79
29.6	29.80
29.6	29.81
29.6	29.82
29.6	29.83
29.6	29.84
29.7	29.85
29.7	29.86
29.7	29.87
29.7	29.88
29.7	29.89
29.8	29.90
29.8	29.91
29.8	29.92
29.8	29.93
29.9	29.94
29.9	29.95
29.9	29.96
29.9	29.97
29.10	29.98
29.10	29.99
29.10	29.100
29.10	29.101
30.1	30.1
30.1	30.2
30.1	30.3
30.1	30.4
30.1	30.5
30.1	30.6
30.1	30.7
30.1	30.8
30.1	30.9
30.1	30.10
30.1	30.11
30.1	30.12
30.1	30.13
30.1	30.14
30.1	30.15
30.1	30.16
30.1	30.17
30.1	30.18
30.1	30.19
30.1	30.20
30.1	30.21
30.1	30.22
30.1	30.23
30.1	30.24
30.1	30.25
30.1	30.26
30.1	30.27
30.1	30.28
30.1	30.29
30.1	30.30
30.2	30.31
30.2	30.32
30.2	30.33
30.2	30.34
30.2	30.35
30.2	30.36
30.2	30.37
30.2	30.38
30.2	30.39
30.2	30.40
30.2	30.41
30.2	30.42
30.2	30.43
30.2	30.44
30.2	30.45
30.2	30.46
30.2	30.47
30.2	30.48
30.2	30.49
30.2	30.50
30.2	30.51
30.3	30.52
30.3	30.53
30.3	30.54
30.3	30.55
30.3	30.56
30.3	30.57
30.3	30.58
30.3	30.59
30.3	30.60
30.3	30.61
30.4	30.62
30.4	30.63
30.4	30.64
30.4	30.65
30.4	30.66
30.4	30.67
30.4	30.68
30.4	30.69
30.4	30.70
30.5	30.71
30.5	30.72
30.5	30.73
30.5	30.74
30.5	30.75
30.5	30.76
30.5	30.77
30.5	30.78
30.6	30.79
30.6	30.80
30.6	30.81
30.6	30.82
30.6	30.83
30.6	30.84
30.6	30.85
30.7	30.86
30.7	30.87
30.7	30.88
30.7	30.89
30.7	30.90
30.7	30.91
30.8	30.92
30.8	30.93
30.8	30.94
30.8	30.95
30.9	30.96
30.9	30.97
30.9	30.98
30.9	30.99
